Teacher_ID,Qualification,Experience_Years,Training_Type,Specialization,Teaching_Experience_in_Training,Institution_Support,Technology_Integration,Teaching_Method,Training_Frequency,Training_Duration,Trainer_Experience,Infrastructure_Availability,Funding_Source,Policy_Support,Administrative_Training_Support,Classroom_Access,Institution_Leadership_Support,Technology_Advancements,Community_Involvement,Student_Feedback_Score,Cultural_Factors,Government_Support,Peer_Collaboration,Feedback_Description,Sentiment_Score
T807,Diploma,33,Hybrid,Science,8,Medium,Moderate,Discussion-Based,Annually,3 Months,18,Average,Government,Weak,No,Not Available,Weak,Slow,Medium,10,Restrictive,High,Rare,More practical training sessions would have been helpful. Would prefer more interaction in future sessions. I felt the resources provided were inadequate.,Negative
T1582,B.Ed,32,Hybrid,Physical Education,8,Medium,Minimal,Lecture,Quarterly,6 Months,27,Poor,Private,Weak,Yes,Always Available,Strong,Stable,Low,1,Restrictive,Medium,Frequent,The training introduced innovative digital tools for teaching. Better funding could enhance the effectiveness. It met the basic requirements of a training program.,Neutral
T3039,PhD,32,Online,Science,8,Medium,Advanced,Hands-on,Weekly,1 Week,22,Poor,Private,Moderate,Yes,Not Available,Moderate,Slow,Medium,2,Restrictive,Low,Rare,Integration of AI in training was insightful but needs refinement. Would prefer more interaction in future sessions. The training did not meet my expectations.,Negative
T471,B.Ed,32,Online,English,8,Medium,Minimal,Hands-on,Quarterly,1 Week,20,Excellent,Donor-Based,Moderate,Yes,Not Available,Moderate,Slow,Medium,7,Supportive,Low,Frequent,"More practical training sessions would have been helpful. Theoretical aspects were strong, but practical training lacked depth. More organization was needed in the delivery.",Negative
T2735,M.Ed,32,Hybrid,History,8,Low,Advanced,Hands-on,Quarterly,3 Months,18,Excellent,Government,Strong,Yes,Limited Access,Weak,Stable,High,4,Supportive,High,Rare,"Community support played a crucial role in implementing training outcomes. Overall, a great initiative. The content lacked depth and was repetitive.",Negative
T2173,PhD,31,Online,History,8,Medium,Minimal,Lecture,Annually,1 Week,30,Poor,Donor-Based,Strong,Yes,Always Available,Moderate,Stable,Medium,6,Supportive,High,Frequent,The online training mode was flexible but lacked hands-on exercises. Better funding could enhance the effectiveness. Highly recommend this training to others.,Positive
T4692,Diploma,31,Hybrid,Physical Education,8,Medium,Minimal,Blended,Monthly,3 Months,30,Excellent,Private,Moderate,Yes,Not Available,Moderate,Slow,Low,2,Neutral,Medium,Frequent,Community support played a crucial role in implementing training outcomes. Better funding could enhance the effectiveness. It met the basic requirements of a training program.,Neutral
T3887,M.Ed,31,Online,Physical Education,8,Low,Minimal,Hands-on,Annually,6 Months,26,Average,Government,Weak,No,Limited Access,Weak,Stable,High,8,Supportive,Low,Rare,Integration of AI in training was insightful but needs refinement. Better funding could enhance the effectiveness. It was difficult to stay engaged during the session.,Negative
T2385,Diploma,31,Offline,Physical Education,8,Medium,Minimal,Lecture,Quarterly,1 Day,13,Good,Self-Funded,Moderate,Yes,Always Available,Strong,Rapid,High,2,Supportive,High,Occasional,Lack of institutional support made it difficult to apply learnings. Better funding could enhance the effectiveness. The trainer was very knowledgeable and inspiring.,Positive
T2023,PhD,31,Offline,Technology,8,Medium,Advanced,Discussion-Based,Annually,1 Week,8,Excellent,Private,Strong,No,Not Available,Moderate,Rapid,Low,8,Supportive,High,Frequent,"Integration of AI in training was insightful but needs refinement. Overall, a great initiative. I feel more confident in my teaching methods.",Positive
T331,M.Ed,30,Offline,Technology,8,Medium,Minimal,Discussion-Based,Quarterly,6 Months,22,Good,Government,Weak,Yes,Limited Access,Moderate,Slow,Medium,3,Restrictive,High,Rare,"More practical training sessions would have been helpful. Theoretical aspects were strong, but practical training lacked depth. The content lacked depth and was repetitive.",Negative
T919,M.Ed,30,Online,History,8,Low,Minimal,Blended,Monthly,1 Week,21,Average,Government,Strong,No,Always Available,Strong,Slow,Medium,5,Restrictive,High,Rare,Lack of institutional support made it difficult to apply learnings. Would prefer more interaction in future sessions. It met the basic requirements of a training program.,Neutral
T2108,B.Ed,30,Offline,English,8,High,Minimal,Hands-on,Quarterly,6 Months,18,Good,Private,Strong,No,Limited Access,Moderate,Rapid,High,6,Supportive,High,Rare,The training introduced innovative digital tools for teaching. Would prefer more interaction in future sessions. Highly recommend this training to others.,Positive
T932,Certificate,30,Online,History,8,Medium,Minimal,Lecture,Quarterly,1 Day,16,Poor,Government,Moderate,No,Limited Access,Strong,Slow,Medium,7,Restrictive,High,Occasional,"Community support played a crucial role in implementing training outcomes. Overall, a great initiative. The session was informative but could be improved.",Neutral
T1096,Diploma,30,Online,Physical Education,8,High,Moderate,Lecture,Monthly,1 Week,6,Average,Private,Weak,Yes,Always Available,Moderate,Slow,Low,10,Supportive,High,Rare,"Government policies should encourage continuous teacher training. Theoretical aspects were strong, but practical training lacked depth. The training was insightful and engaging.",Positive
T4263,M.Ed,29,Hybrid,History,8,Low,Advanced,Lecture,Annually,1 Month,25,Excellent,Donor-Based,Weak,No,Not Available,Moderate,Slow,Medium,10,Supportive,Medium,Frequent,"The training helped me implement better classroom strategies. Overall, a great initiative. The trainer was very knowledgeable and inspiring.",Positive
T2685,M.Ed,29,Offline,Mathematics,8,Low,Minimal,Hands-on,Weekly,1 Month,17,Good,Donor-Based,Strong,Yes,Limited Access,Weak,Slow,High,10,Supportive,Medium,Occasional,"Government policies should encourage continuous teacher training. Overall, a great initiative. I felt the resources provided were inadequate.",Negative
T3894,PhD,29,Hybrid,Science,8,High,Moderate,Lecture,Annually,6 Months,13,Average,Donor-Based,Strong,No,Limited Access,Weak,Slow,High,7,Restrictive,Low,Occasional,"Government policies should encourage continuous teacher training. Overall, a great initiative. The session was informative but could be improved.",Neutral
T944,PhD,29,Online,History,8,High,Moderate,Lecture,Annually,1 Week,12,Poor,Donor-Based,Moderate,Yes,Always Available,Strong,Rapid,Low,4,Restrictive,High,Occasional,"More practical training sessions would have been helpful. Theoretical aspects were strong, but practical training lacked depth. It was difficult to stay engaged during the session.",Negative
T3893,M.Ed,29,Online,Science,8,Medium,Minimal,Lecture,Annually,6 Months,3,Excellent,Self-Funded,Moderate,No,Limited Access,Strong,Slow,Low,5,Supportive,Low,Occasional,"The online training mode was flexible but lacked hands-on exercises. Overall, a great initiative. It met the basic requirements of a training program.",Neutral
T1744,Diploma,28,Offline,English,8,High,Advanced,Discussion-Based,Annually,1 Week,27,Average,Private,Strong,Yes,Limited Access,Weak,Slow,Medium,1,Supportive,High,Frequent,Community support played a crucial role in implementing training outcomes. Would prefer more interaction in future sessions. It met the basic requirements of a training program.,Neutral
T4690,Certificate,28,Hybrid,History,8,High,Advanced,Blended,Monthly,1 Day,21,Excellent,Self-Funded,Strong,Yes,Limited Access,Strong,Stable,Medium,1,Supportive,High,Rare,"Community support played a crucial role in implementing training outcomes. Theoretical aspects were strong, but practical training lacked depth. It met the basic requirements of a training program.",Neutral
T4535,M.Ed,28,Offline,Physical Education,8,High,Advanced,Hands-on,Quarterly,1 Day,20,Poor,Private,Strong,Yes,Always Available,Moderate,Stable,Medium,4,Supportive,Low,Frequent,"Limited funding restricted access to advanced training programs. Overall, a great initiative. I felt the resources provided were inadequate.",Negative
T812,Certificate,28,Hybrid,Mathematics,8,Medium,Moderate,Discussion-Based,Quarterly,1 Week,15,Good,Government,Weak,No,Limited Access,Strong,Rapid,Medium,9,Supportive,Medium,Occasional,"Limited funding restricted access to advanced training programs. Theoretical aspects were strong, but practical training lacked depth. The trainer was very knowledgeable and inspiring.",Positive
T661,B.Ed,28,Offline,Mathematics,8,High,Minimal,Blended,Weekly,1 Week,13,Good,Self-Funded,Strong,Yes,Not Available,Moderate,Rapid,Medium,3,Supportive,High,Frequent,More practical training sessions would have been helpful. Would prefer more interaction in future sessions. The session exceeded my expectations.,Positive
T1005,Diploma,28,Offline,Science,8,High,Moderate,Blended,Weekly,1 Week,9,Excellent,Self-Funded,Moderate,No,Not Available,Strong,Rapid,High,9,Restrictive,Low,Frequent,"Limited funding restricted access to advanced training programs. Overall, a great initiative. The content lacked depth and was repetitive.",Negative
T2344,M.Ed,28,Offline,Physical Education,8,Low,Advanced,Hands-on,Monthly,1 Month,3,Average,Private,Moderate,Yes,Always Available,Weak,Rapid,High,6,Supportive,Medium,Occasional,"I appreciated the real-world examples shared during the sessions. Theoretical aspects were strong, but practical training lacked depth. The session exceeded my expectations.",Positive
T1503,Diploma,27,Hybrid,History,8,Low,Minimal,Hands-on,Weekly,3 Months,21,Average,Self-Funded,Strong,No,Always Available,Strong,Rapid,Low,8,Supportive,High,Frequent,Limited funding restricted access to advanced training programs. Would prefer more interaction in future sessions. It was difficult to stay engaged during the session.,Negative
T3557,Diploma,27,Offline,History,8,High,Advanced,Blended,Weekly,1 Month,16,Excellent,Donor-Based,Moderate,No,Limited Access,Strong,Rapid,Low,8,Neutral,Medium,Rare,The training introduced innovative digital tools for teaching. Better funding could enhance the effectiveness. The session was informative but could be improved.,Neutral
T2143,M.Ed,27,Hybrid,English,8,Low,Advanced,Blended,Weekly,3 Months,1,Poor,Self-Funded,Weak,No,Always Available,Weak,Rapid,Medium,7,Neutral,Medium,Frequent,The online training mode was flexible but lacked hands-on exercises. Better funding could enhance the effectiveness. The training was insightful and engaging.,Positive
T2359,M.Ed,26,Hybrid,English,8,Medium,Moderate,Blended,Quarterly,1 Day,25,Good,Self-Funded,Strong,Yes,Not Available,Strong,Slow,High,10,Restrictive,High,Rare,Limited funding restricted access to advanced training programs. Would prefer more interaction in future sessions. The session was informative but could be improved.,Neutral
T4740,Certificate,26,Offline,Mathematics,8,High,Moderate,Lecture,Quarterly,1 Month,25,Average,Government,Weak,No,Limited Access,Weak,Rapid,Medium,5,Neutral,Low,Frequent,Lack of institutional support made it difficult to apply learnings. Would prefer more interaction in future sessions. The session exceeded my expectations.,Positive
T2802,B.Ed,26,Offline,Mathematics,8,High,Moderate,Hands-on,Monthly,1 Day,23,Poor,Government,Moderate,No,Always Available,Moderate,Slow,Medium,4,Neutral,Medium,Rare,"Lack of institutional support made it difficult to apply learnings. Overall, a great initiative. It met the basic requirements of a training program.",Neutral
T3990,M.Ed,26,Online,Physical Education,8,High,Moderate,Hands-on,Quarterly,1 Week,13,Excellent,Government,Weak,Yes,Limited Access,Weak,Slow,High,3,Restrictive,High,Rare,"The training introduced innovative digital tools for teaching. Overall, a great initiative. It was difficult to stay engaged during the session.",Negative
T177,Certificate,26,Online,Science,8,Low,Minimal,Blended,Weekly,3 Months,11,Average,Government,Weak,No,Always Available,Strong,Stable,Medium,7,Neutral,Medium,Occasional,Community support played a crucial role in implementing training outcomes. Better funding could enhance the effectiveness. Neither exceptional nor disappointing.,Neutral
T4568,M.Ed,26,Offline,History,8,High,Moderate,Discussion-Based,Quarterly,3 Months,1,Excellent,Self-Funded,Weak,No,Limited Access,Strong,Stable,Low,2,Restrictive,High,Occasional,The training introduced innovative digital tools for teaching. Would prefer more interaction in future sessions. The training had both strengths and areas for improvement.,Neutral
T4576,B.Ed,25,Hybrid,Science,8,Low,Advanced,Hands-on,Annually,6 Months,30,Poor,Self-Funded,Moderate,Yes,Limited Access,Moderate,Rapid,Low,10,Neutral,Low,Occasional,More practical training sessions would have been helpful. Would prefer more interaction in future sessions. I feel more confident in my teaching methods.,Positive
T3390,Diploma,25,Hybrid,English,8,Low,Advanced,Lecture,Weekly,1 Month,20,Excellent,Private,Strong,No,Always Available,Moderate,Stable,Medium,10,Restrictive,High,Occasional,"Lack of institutional support made it difficult to apply learnings. Theoretical aspects were strong, but practical training lacked depth. The trainer was very knowledgeable and inspiring.",Positive
T35,B.Ed,25,Online,English,8,High,Advanced,Blended,Annually,1 Week,16,Excellent,Government,Moderate,No,Always Available,Moderate,Rapid,Low,3,Supportive,High,Frequent,Lack of institutional support made it difficult to apply learnings. Better funding could enhance the effectiveness. Highly recommend this training to others.,Positive
T4627,Certificate,25,Offline,Mathematics,8,Medium,Moderate,Hands-on,Annually,3 Months,15,Poor,Government,Weak,Yes,Not Available,Strong,Slow,Low,4,Supportive,Medium,Occasional,"Limited funding restricted access to advanced training programs. Overall, a great initiative. Highly recommend this training to others.",Positive
